"","Time","TS..Surface.temperature.","T2M..2m_Temperature.","H..Averaged_Sensible_Heat_Flux.","LE..Averaged_Total_Latent_Heat_Flux.","GFLUX..Averaged_Ground_Heat_Flux.","Air.Temperature.0m..Height...0.","Air.Temperature.2m..Height...2.","Relative.Humidity.2m..Height...2.","Rainfall.Amount..Height...0.","Snowfall.Amount..Height...0.","Wind.Speed..Height...10.","Snowfall.Amount.Acc..Height...0.","Precipitation.Amount.Acc..Height...0.","Surface Downwelling Shortwave Flux In Air (Height = 0)"
"1262","2022-08-12 06:00:00",286.710388183594,286.174346923828,51.0542984008789,90.3009567260742,16.7749176025391,288.282043457031,286.171905517578,0.959561586380005,1.70522309872467e-06,0,1.64483761787415,0,0.138106241822243,238.963180541992
"1263","2022-08-12 12:00:00",283.738403320312,284.436676025391,-2.90263080596924,3.09267210960388,-9.6208963394165,284.40966796875,284.437591552734,0.970132529735565,1.52244874698226e-05,0,0.773066520690918,0,0.0388117246329784,0
"1264","2022-08-12 18:00:00",282.945617675781,283.660125732422,-2.14030361175537,0.515470683574677,-5.83475112915039,283.598388671875,283.659606933594,0.988568067550659,4.61154996855839e-07,0,0.731502592563629,0,0.0646588131785393,0
"1265","2022-08-13 00:00:00",284.384399414062,284.822723388672,20.0384140014648,35.8566207885742,47.117603302002,285.955017089844,284.822113037109,0.968841969966888,4.87110753510933e-07,0,1.06501793861389,0,0.0403092540800571,147.84895324707
"1266","2022-08-13 06:00:00",286.502777099609,286.351898193359,37.4618263244629,75.0264587402344,28.9675559997559,288.314971923828,286.352844238281,0.949384152889252,2.1860698780074e-06,0,1.0664736032486,0,0.0641781240701675,212.343719482422
"1267","2022-08-13 12:00:00",283.429229736328,284.839935302734,-22.8384437561035,3.15003299713135,-32.7518577575684,284.087677001953,284.844299316406,0.927394092082977,0,0,2.29283905029297,0,0.00252407346852124,0
"1268","2022-08-13 18:00:00",281.853179931641,284.9189453125,-71.2433090209961,16.596212387085,-3.39349794387817,282.986267089844,284.9189453125,0.803946912288666,0,0,3.27237391471863,0,0.000800346548203379,0
"1269","2022-08-14 00:00:00",289.954010009766,288.477966308594,35.563419342041,154.69775390625,78.2552108764648,290.681945800781,288.479400634766,0.775952637195587,0,0,0.792199969291687,0,0.00232933950610459,425.112152099609
"1270","2022-08-14 06:00:00",290.93359375,290.161743164062,24.7318820953369,185.290344238281,11.8092107772827,291.628601074219,290.159271240234,0.697757065296173,0,0,1.18586349487305,0,0.00448043132200837,366.338104248047
"1271","2022-08-14 12:00:00",283.966003417969,286.87451171875,-57.2502212524414,22.5005435943604,-27.9355182647705,285.060638427734,286.871704101562,0.743273794651031,0,0,2.87527394294739,0,0,0
