"","Time","TS..Surface.temperature.","T2M..2m_Temperature.","H..Averaged_Sensible_Heat_Flux.","LE..Averaged_Total_Latent_Heat_Flux.","GFLUX..Averaged_Ground_Heat_Flux.","Air.Temperature.0m..Height...0.","Air.Temperature.2m..Height...2.","Relative.Humidity.2m..Height...2.","Rainfall.Amount..Height...0.","Snowfall.Amount..Height...0.","Wind.Speed..Height...10.","Snowfall.Amount.Acc..Height...0.","Precipitation.Amount.Acc..Height...0.","Surface Downwelling Shortwave Flux In Air (Height = 0)"
"259","2023-08-25 21:00:00",277.796661376953,278.619262695312,-23.4126796722412,-11.3722047805786,-7.50902080535889,277.802185058594,278.6220703125,0.971867799758911,5.33450361217547e-07,0,6.11825704574585,0,0.365264981985092,0
"260","2023-08-26 03:00:00",277.972381591797,278.801116943359,-23.891960144043,-14.9534006118774,19.989767074585,277.978240966797,278.803833007812,0.978493988513947,1.60233923907072e-06,0,6.06995058059692,0,0.161081969738007,0
"261","2023-08-26 09:00:00",279.094940185547,279.877227783203,-20.4545021057129,26.1313362121582,20.9811687469482,279.095855712891,279.874816894531,0.885320007801056,2.73739460681099e-05,0,5.91511487960815,0,0.960617661476135,36.1900177001953
"262","2023-08-26 15:00:00",281.054077148438,280.594482421875,12.0000591278076,60.3033485412598,3.2112147808075,281.050842285156,280.594055175781,0.927600860595703,9.61881141847698e-06,0,8.59045124053955,0,2.78339624404907,105.260749816895
"263","2023-08-26 21:00:00",278.146636962891,279.723083496094,-22.0554466247559,8.80956268310547,-12.5474472045898,278.148559570312,279.720520019531,0.86375904083252,7.57659654482268e-05,0,3.50561547279358,0,1.55808329582214,0
"264","2023-08-27 03:00:00",278.406188964844,278.913970947266,-4.42781400680542,-4.14301252365112,9.74064826965332,278.410491943359,278.912536621094,1.00000667572021,0.000302559492411092,0,2.48937010765076,0,7.0752477645874,0
"265","2023-08-27 09:00:00",278.626770019531,278.548095703125,-0.308212518692017,0.369602292776108,7.20195913314819,278.633361816406,278.548553466797,1.000004529953,0.00147217931225896,0,4.54488134384155,0,23.7285957336426,8.39855480194092
"266","2023-08-27 15:00:00",278.191497802734,278.024688720703,-0.453593969345093,0.277052342891693,7.53177928924561,278.196838378906,278.026428222656,1.00000357627869,0.000608212954830378,0,5.86165189743042,0,35.4357414245605,8.74701976776123
"267","2023-08-27 21:00:00",277.938873291016,277.981323242188,-3.56424999237061,-3.02497935295105,6.11388921737671,277.938110351562,277.982360839844,1.00000703334808,0.000103581151051912,0,4.32658767700195,0,17.9624252319336,0
"268","2023-08-28 03:00:00",277.286285400391,277.372222900391,-1.73167645931244,-1.1851441860199,2.63689112663269,277.284790039062,277.374267578125,1.00000727176666,0.000104225124232471,0,2.07655310630798,0,4.55628252029419,0
"269","2023-08-28 09:00:00",277.598083496094,277.318481445312,1.15498793125153,1.60083317756653,17.0290069580078,277.600280761719,277.31982421875,1.00000548362732,2.07352040888509e-05,0,1.36427211761475,0,3.70456647872925,21.7836685180664
"270","2023-08-28 15:00:00",277.964080810547,277.671844482422,2.36895060539246,3.06539440155029,15.2464733123779,277.968872070312,277.674438476562,1.00000476837158,2.72595189017011e-05,0,3.01074433326721,0,2.1681854724884,22.7671451568604
"271","2023-08-28 21:00:00",277.045379638672,276.993041992188,-0.824616730213165,-0.326311945915222,0.413089066743851,277.044464111328,276.993469238281,1.00000762939453,2.80645144812297e-05,0,2.06380534172058,0,2.64812541007996,0
"272","2023-08-29 03:00:00",276.362518310547,276.183258056641,0.818472385406494,1.17053091526031,-4.27324724197388,276.367401123047,276.184112548828,1.00000715255737,3.25630298902979e-06,0,0.76071298122406,0,0.57103967666626,0
"273","2023-08-29 09:00:00",281.40673828125,278.580078125,36.004280090332,56.0316162109375,134.366958618164,281.405700683594,278.580749511719,0.941141724586487,1.15120116106482e-07,0,2.56907534599304,0,0.0675567016005516,316.012756347656
"274","2023-08-29 15:00:00",282.015533447266,279.61865234375,25.0524616241455,34.7556533813477,-43.3322296142578,282.014495849609,279.616424560547,0.975926697254181,1.92523657460697e-05,0,2.01492357254028,5.19767809237237e-07,0.118319548666477,39.895824432373
"275","2023-08-29 21:00:00",275.595092773438,277.697448730469,-22.5778942108154,5.81469440460205,-47.3538246154785,275.603363037109,277.700103759766,0.827058017253876,0,0,2.69268536567688,0,0.0828924849629402,0
"276","2023-08-30 03:00:00",274.754211425781,276.64990234375,-42.1216278076172,-12.4861087799072,-19.596830368042,274.762268066406,276.649139404297,0.917427718639374,2.49888376657736e-09,0,5.13233470916748,0,0.0633053705096245,0
"277","2023-08-30 09:00:00",280.439727783203,278.275604248047,49.4071350097656,89.8507995605469,95.4735717773438,280.43896484375,278.28076171875,0.8871750831604,0,0,5.55655479431152,7.87155750003876e-06,0.0362486205995083,335.968475341797
"278","2023-08-30 15:00:00",283.878051757812,281.410736083984,37.1211585998535,77.1530685424805,46.2299385070801,283.875518798828,281.412353515625,0.80968976020813,1.3295087910592e-06,0,3.12092304229736,8.77116472111084e-05,0.00604918366298079,263.759674072266
"279","2023-08-30 21:00:00",276.022308349609,278.330993652344,-36.5747756958008,-8.84453964233398,-27.1177387237549,276.024475097656,278.329559326172,0.891715705394745,0,0,3.89844346046448,0,0.710205614566803,0
"280","2023-08-31 03:00:00",274.436187744141,277.936370849609,-30.3736896514893,-1.35421085357666,-36.2847213745117,274.445556640625,277.936798095703,0.800889790058136,0,0,2.12346959114075,3.09861576397452e-07,1.14241802692413,0
"281","2023-08-31 09:00:00",282.405426025391,279.789276123047,19.377742767334,40.952522277832,165.15837097168,282.403961181641,279.788421630859,0.85984593629837,0,0,0.491614639759064,4.74237713206094e-05,0.00243676127865911,329.470306396484
"282","2023-08-31 15:00:00",283.859313964844,282.311706542969,23.9724159240723,55.7673721313477,41.763011932373,283.860443115234,282.308532714844,0.886169970035553,3.3426319987484e-06,0,3.10155510902405,0.000506645126733929,0.0323726274073124,202.074401855469
"283","2023-08-31 21:00:00",276.940704345703,278.864471435547,-26.3118534088135,-4.56498241424561,-44.7618942260742,276.943115234375,278.8642578125,0.899768173694611,0,0,3.39686894416809,0,0.0324105210602283,0
"284","2023-09-01 03:00:00",274.472442626953,278.466583251953,-48.1179695129395,7.07864093780518,-33.0064239501953,274.486297607422,278.466674804688,0.706391930580139,0,0,2.98672986030579,0,0,0
"285","2023-09-01 09:00:00",282.659423828125,280.725250244141,18.4332942962646,51.3240089416504,152.02668762207,282.657928466797,280.729095458984,0.79813152551651,0,0,1.47352254390717,0,3.57964381692e-05,329.791687011719
"286","2023-09-01 15:00:00",284.892883300781,282.087585449219,39.0400123596191,68.4662170410156,45.4306640625,284.89794921875,282.084747314453,0.843992173671722,0,0,2.68469786643982,5.32895901415031e-05,0.00198499741964042,261.032806396484
